"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Busin M.; Yau C.-W.; Yamaguchi T.; McDonald M.B.; Kaufman H.E.","Busin, M. (57205977383); Yau, C.-W. (57208220664); Yamaguchi, T. (59069131100); McDonald, M.B. (7403020240); Kaufman, H.E. (35593937800)","57205977383; 57208220664; 59069131100; 7403020240; 35593937800","The effect of collagen cross-linkage inhibitors on rabbit corneas after radial keratotomy","1986","Investigative Ophthalmology and Visual Science","27","6","","1001","1005","4","15","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022497875&partnerID=40&md5=19ccf09fbbb5021d79739575b2ba7cad","Article","Final","","Scopus","2-s2.0-0022497875"
"Busin M.; Bechrakis-Boker I.; Boker T.","Busin, M. (57205977383); Bechrakis-Boker, I. (6506401855); Boker, T. (7006724229)","57205977383; 6506401855; 7006724229","Combined surgical and medical treatment of fungal abscess in a pseudophakic eye","1991","Refractive and Corneal Surgery","7","4","","315","316","1","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026349512&partnerID=40&md5=5d8d0f4d18bff1e194da2addb4e6d341","Conference paper","Final","","Scopus","2-s2.0-0026349512"
"Cusumano A.; Busin M.","Cusumano, A. (7004086488); Busin, M. (57205977383)","7004086488; 57205977383","AMO's myopic EPI keratoplasty lenticules (Reply)","1990","Refractive and Corneal Surgery","6","5","","385","","","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025165597&partnerID=40&md5=c233ed46d56a6d437c4983d2cfaaf009","Letter","Final","","Scopus","2-s2.0-0025165597"
"Busin M.; Meller D.; Spitznas M.","Busin, M. (57205977383); Meller, D. (7004608021); Spitznas, M. (7004671638)","57205977383; 7004608021; 7004671638","Changing indications for intraocular lens removal","1994","European Journal of Implant and Refractive Surgery","6","6","","354","360","6","1","10.1016/S0955-3681(13)80212-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028609896&doi=10.1016%2fS0955-3681%2813%2980212-2&partnerID=40&md5=f70274fe8e00e5e30849c5c4ee6649d7","Article","Final","","Scopus","2-s2.0-0028609896"
"Busin M.; Yau C.-W.; Avni I.; Kaufman H.E.","Busin, M. (57205977383); Yau, C.-W. (57208220664); Avni, I. (7003411852); Kaufman, H.E. (35593937800)","57205977383; 57208220664; 7003411852; 35593937800","Comparison of K-Sol and M-K medium for cornea storage: Results of penetrating keratoplasty in rabbits","1986","British Journal of Ophthalmology","70","11","","860","863","3","9","10.1136/bjo.70.11.860","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0023018756&doi=10.1136%2fbjo.70.11.860&partnerID=40&md5=1715c0c3dc126beb449589ade49f606f","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-0023018756"
"Busin M.; Halliday B.L.; Arffa R.C.; McDonald M.B.; Kaufman H.E.","Busin, Massimo (57205977383); Halliday, Brett L. (7004921359); Arffa, Robert C. (6603958650); McDonald, Marguerite B. (7403020240); Kaufman, Herbert E. (35593937800)","57205977383; 7004921359; 6603958650; 7403020240; 35593937800","Precarved lyophilized tissue for lamellar keratoplasty in recurrent pterygium","1986","American Journal of Ophthalmology","102","2","","222","227","5","34","10.1016/0002-9394(86)90149-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022473004&doi=10.1016%2f0002-9394%2886%2990149-2&partnerID=40&md5=75fe4b66da77910451b1d491c7c30d8c","Article","Final","","Scopus","2-s2.0-0022473004"
"Busin M.; Wilmanns I.; Spitznas M.","Busin, Massimo (57205977383); Wilmanns, Ingo (6603763383); Spitznas, Manfred (7004671638)","57205977383; 6603763383; 7004671638","Automated corneal topography: Computerized analysis of photokeratoscope images","1989","Graefe's Archive for Clinical and Experimental Ophthalmology","227","3","","230","236","6","7","10.1007/BF02172754","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024382591&doi=10.1007%2fBF02172754&partnerID=40&md5=582a608046f260e51361837f46df0a02","Article","Final","","Scopus","2-s2.0-0024382591"
"Cusumano A.; Busin M.; Spitznas M.; Koch F.","Cusumano, A. (7004086488); Busin, M. (57205977383); Spitznas, M. (7004671638); Koch, F. (7202464904)","7004086488; 57205977383; 7004671638; 7202464904","Epikeratophakia for the correction of myopia: Lenticule design and related histopathological findings","1990","Refractive and Corneal Surgery","6","2","","120","124","4","3","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024987772&partnerID=40&md5=0171fb6ccbe55448b62486c4ef42d342","Article","Final","","Scopus","2-s2.0-0024987772"
"Busin M.","Busin, M. (57205977383)","57205977383","Contact lenses and bacterial keratitis; [KONTAKTLINSEN UND BAKTERIELLE KERATITIS]","1992","Deutsche Medizinische Wochenschrift","117","44","","1699","1700","1","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026610257&partnerID=40&md5=71e08ae6ce75695a3a033301cd0b5bd0","Note","Final","","Scopus","2-s2.0-0026610257"
"Busin M.; Spitznas M.","Busin, M. (57205977383); Spitznas, M. (7004671638)","57205977383; 7004671638","Combined relaxing incisions and epikeratophakia for the correction of aphakia and high postkeratoplasty degree astigmatism","1991","Ophthalmic Surgery","22","3","","137","141","4","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025804599&partnerID=40&md5=3d5370e16509638effdd07b66a779226","Article","Final","","Scopus","2-s2.0-0025804599"
"Busin M.; Spitznas M.; Laser H.; Leyendecker M.; Hockwin O.","Busin, M. (57205977383); Spitznas, M. (7004671638); Laser, H. (6603766107); Leyendecker, M. (6603284410); Hockwin, O. (7101986142)","57205977383; 7004671638; 6603766107; 6603284410; 7101986142","In vivo evaluation of epikeratophakia lenses by means of scheimpflug photography","1989","Refractive and Corneal Surgery","5","3","","155","160","5","9","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024373926&partnerID=40&md5=bf9518e43a2be448bd0e2a869bcf9989","Article","Final","","Scopus","2-s2.0-0024373926"
"Busin M.; Suarez H.; Bieber S.; McDonald M.B.","Busin, Massimo (57205977383); Suarez, Henry (7007103622); Bieber, Susan (6603697298); McDonald, Marguerite B. (7403020240)","57205977383; 7007103622; 6603697298; 7403020240","Overcorrected visual acuity improved by antiglaucoma medication after radial keratotomy","1986","American Journal of Ophthalmology","101","3","","374","375","1","19","10.1016/0002-9394(86)90835-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022610947&doi=10.1016%2f0002-9394%2886%2990835-4&partnerID=40&md5=082afdb25d080686c1bb08575e0d23c7","Letter","Final","","Scopus","2-s2.0-0022610947"
"Busin M.; Yau C.-W.; Avni I.; McDonald M.B.; Kaufman H.E.","Busin, Massimo (57205977383); Yau, Chi-Wang (57208220664); Avni, Isaac (7003411852); McDonald, Marguerite B. (7403020240); Kaufman, Herbert E. (35593937800)","57205977383; 57208220664; 7003411852; 7403020240; 35593937800","The Effect of Changes in intraocular Pressure on Corneal Curvature after Radial Keratotomy in the Rabbit Eye","1986","Ophthalmology","93","3","","331","334","3","25","10.1016/S0161-6420(86)33739-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022481131&doi=10.1016%2fS0161-6420%2886%2933739-4&partnerID=40&md5=76b1a08895ceb2f6a3037089cece207c","Article","Final","","Scopus","2-s2.0-0022481131"
"Busin M.; Meller D.; Cusumano A.; Spitznas M.","Busin, M. (57205977383); Meller, D. (7004608021); Cusumano, A. (7004086488); Spitznas, M. (7004671638)","57205977383; 7004608021; 7004086488; 7004671638","Chronic low-grade endophthalmitis: A growing indication for intraocular lens removal; [DIE CHRONISCHE LOW-GRADE-ENDOPHTHALMITIS. EINE WACHSENDE INDIKATION ZUR EXPLANTATION VON INTRAOKULARLINSEN]","1994","Ophthalmologe","91","4","","473","478","5","4","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028025734&partnerID=40&md5=694ccfab8647c1e0f01b42474c7ca78c","Article","Final","","Scopus","2-s2.0-0028025734"
"Busin M.; Arffa R.C.; McDonald M.B.; Kaufman H.E.","Busin, M. (57205977383); Arffa, R.C. (6603958650); McDonald, M.B. (7403020240); Kaufman, H.E. (35593937800)","57205977383; 6603958650; 7403020240; 35593937800","Change in corneal curvature with elevation of intraocular pressure after radial keratotomy in the primate eye","1988","CLAO Journal","14","2","","110","112","2","11","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0023911495&partnerID=40&md5=5ff5b674132c2523a44e0687fe78419a","Article","Final","","Scopus","2-s2.0-0023911495"
"Tognon M.; Manservigi R.; Sebastiani A.; Bragliani G.; Busin M.; Cassai E.","Tognon, M. (7005331000); Manservigi, R. (7003788335); Sebastiani, A. (7004882929); Bragliani, G. (6506848903); Busin, M. (57205977383); Cassai, E. (55400297500)","7005331000; 7003788335; 7004882929; 6506848903; 57205977383; 55400297500","Analysis of HSV isolated from patients with unilateral and bilateral herpetic keratitis","1985","International Ophthalmology","8","1","","13","18","5","14","10.1007/BF00136456","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022001712&doi=10.1007%2fBF00136456&partnerID=40&md5=318ac920259ca6cbe2b5b05f2540386d","Article","Final","","Scopus","2-s2.0-0022001712"
"Menzel C.; Grünwald F.; Busin M.; Mönks T.; Hotze A.L.; Schomburg A.; Pavics L.; Biersack H.J.","Menzel, Christian (35499719600); Grünwald, Frank (7006658432); Busin, Massimo (57205977383); Mönks, Thomas (7005090243); Hotze, Andreas L. (7005105387); Schomburg, Axel (7003596581); Pavics, Laszlo (7003477581); Biersack, Hans J. (35431437900)","35499719600; 7006658432; 57205977383; 7005090243; 7005105387; 7003596581; 7003477581; 35431437900","Vascularisation of ocular coralline hydroxyapatite implants","1994","European Journal of Nuclear Medicine","21","12","","1343","1345","2","10","10.1007/BF02426700","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028139365&doi=10.1007%2fBF02426700&partnerID=40&md5=8a3ef28ae362d257565d0e18c3094926","Article","Final","","Scopus","2-s2.0-0028139365"
"Busin M.; Bechrakis-Boker I.; Denninger U.","Busin, M. (57205977383); Bechrakis-Boker, I. (6506401855); Denninger, U. (6602209918)","57205977383; 6506401855; 6602209918","Surgical treatment of keratoconus. Epikeratophakia versus penetrating keratoplasty; [CHIRURGISCHE THERAPIE DES KERATOKONUS. EPIKERATOPHAKIE VERSUS PERFORIERENDE KERATOPLASTIK]","1991","Fortschritte der Ophthalmologie","88","6","","794","796","2","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026326624&partnerID=40&md5=863390a188691a21fcd1602b7585a8fe","Conference paper","Final","","Scopus","2-s2.0-0026326624"
"Busin M.; Cusumano A.; Spitznas M.","Busin, M. (57205977383); Cusumano, A. (7004086488); Spitznas, M. (7004671638)","57205977383; 7004086488; 7004671638","Pneumococcal infection after temporary tarsorrhaphy for epikeratophakia","1992","Refractive and Corneal Surgery","8","5","","375","377","2","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026754788&partnerID=40&md5=e23764e34b8840b618ca98a6f0aa8952","Article","Final","","Scopus","2-s2.0-0026754788"
"Busin M.; Spitznas M.; Brauweiler P.","Busin, Massimo (57205977383); Spitznas, Manfred (7004671638); Brauweiler, Peter (6602387011)","57205977383; 7004671638; 6602387011","Leukoplakia of the cornea presenting as fingerprint epithelial lines: A case report","1991","International Ophthalmology","15","5","","299","301","2","3","10.1007/BF00128947","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025952402&doi=10.1007%2fBF00128947&partnerID=40&md5=83b3381bb199e347482111d9bbd563b5","Article","Final","","Scopus","2-s2.0-0025952402"
"Busin M.; Cusumano A.; Spitznas M.","Busin, Massimo (57205977383); Cusumano, Andrea (7004086488); Spitznas, Manfred (7004671638)","57205977383; 7004086488; 7004671638","Epithelial Interface Cysts after Epikeratophakia","1993","Ophthalmology","100","8","","1225","1229","4","10","10.1016/S0161-6420(93)31501-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027236796&doi=10.1016%2fS0161-6420%2893%2931501-0&partnerID=40&md5=dcc854360548f79b8a16342d1eac446b","Article","Final","","Scopus","2-s2.0-0027236796"
"Busin M.; Spitznas M.","Busin, M. (57205977383); Spitznas, M. (7004671638)","57205977383; 7004671638","The surgical treatment of myopia (radial keratotomy); [OPERATIVE BEHANDLUNG DER MYOPIE (RADIARE KERATOTOMIE)]","1990","Deutsche Medizinische Wochenschrift","115","41","","1574","1575","1","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025187653&partnerID=40&md5=016efafd0cdc49a09668ceeed89b95e9","Note","Final","","Scopus","2-s2.0-0025187653"
"Busin M.; Nussgens Z.; Dette Th.","Busin, M. (57205977383); Nussgens, Z. (6701737132); Dette Th. (6506316828)","57205977383; 6701737132; 6506316828","Epikeratophakia as the surgical treatment of choice for the correction of traumatic aphakia in childhood","1990","European Journal of Implant and Refractive Surgery","2","4","","329","331","2","0","10.1016/S0955-3681(13)80108-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025677125&doi=10.1016%2fS0955-3681%2813%2980108-6&partnerID=40&md5=966e16df7fefc8e430be943b312c6945","Article","Final","","Scopus","2-s2.0-0025677125"
"Monks T.; Busin M.","Monks, T. (7005090243); Busin, M. (57205977383)","7005090243; 57205977383","Light injuries caused by ultraviolet and infrared exposure; [LICHTSCHADEN BEI ULTRAVIOLETT- UND INFRAROT-EXPOSITION]","1993","Deutsche Medizinische Wochenschrift","118","41","","1501","","","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027918167&partnerID=40&md5=0fd8da2060498919daf5913ff72b2952","Note","Final","","Scopus","2-s2.0-0027918167"
"Barron B.A.; Busin M.; Page C.; Bergsma D.; Kaufman H.E.","Barron, Bruce A. (56978216200); Busin, Massimo (57205977383); Page, Catsy (24441785800); Bergsma, Donald (7006137164); Kaufman, Herbert E. (35593937800)","56978216200; 57205977383; 24441785800; 7006137164; 35593937800","Reply","1986","American Journal of Ophthalmology","101","3","","389","","","0","10.1016/0002-9394(86)90853-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-46149142335&doi=10.1016%2f0002-9394%2886%2990853-6&partnerID=40&md5=9fdf92aa0c430b095fdc843c1d8584af","Letter","Final","","Scopus","2-s2.0-46149142335"
"Busin M.; Arffa R.C.; McDonald M.B.; Kaufman H.E.","Busin, M. (57205977383); Arffa, R.C. (6603958650); McDonald, M.B. (7403020240); Kaufman, H.E. (35593937800)","57205977383; 6603958650; 7403020240; 35593937800","Combined penetrating keratoplasty, extracapsular cataract extraction, and posterior chamber intraocular lens implantation","1987","Ophthalmic Surgery","18","3","","272","275","3","17","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0023187713&partnerID=40&md5=7f9c5ee3c2e5387d067561df4059e999","Article","Final","","Scopus","2-s2.0-0023187713"
"Barron B.A.; Busin M.; Page C.; Bergsma D.R.; Kaufman H.E.","Barron, Bruce A. (56978216200); Busin, Massimo (57205977383); Page, Catsy (24441785800); Bergsma, Donald R. (7006137164); Kaufman, Herbert E. (35593937800)","56978216200; 57205977383; 24441785800; 7006137164; 35593937800","Reply","1986","American Journal of Ophthalmology","102","3","","405","","","0","10.1016/0002-9394(86)90031-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-46149128002&doi=10.1016%2f0002-9394%2886%2990031-0&partnerID=40&md5=25e7860695610890b7a6c8fefbbad4f7","Letter","Final","","Scopus","2-s2.0-46149128002"
"Yau C.-W.; Busin M.; Kaufman H.E.","Yau, Chi-Wang (57208220664); Busin, Massimo (57205977383); Kaufman, Herbert E. (35593937800)","57208220664; 57205977383; 35593937800","Ocular concentration of gentamicin after penetrating keratoplasty","1986","American Journal of Ophthalmology","101","1","","44","48","4","5","10.1016/0002-9394(86)90463-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022587306&doi=10.1016%2f0002-9394%2886%2990463-0&partnerID=40&md5=7cf178c7a93f15320cb72bb74b2de93b","Article","Final","","Scopus","2-s2.0-0022587306"
"Busin M.; Uweis M.; Schmidt J.; Koch J.; Spitznas M.","Busin, M. (57205977383); Uweis, M. (6505449207); Schmidt, J. (56983147900); Koch, J. (55425404100); Spitznas, M. (7004671638)","57205977383; 6505449207; 56983147900; 55425404100; 7004671638","Sutureless phacoemulsification with implantation of a large-optic PMMA intraocular lens; [PHAKOEMULSIFIKATION OHNE NAHTVERSCHLUSS. ERGEBNISSE BEI IMPLANTATION EINER PMMA-LINSE MIT GROSSER OPTIK]","1993","Ophthalmologe","90","4","","329","335","6","3","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027177395&partnerID=40&md5=8194ddd6c5452dc7084c8b67264751a2","Article","Final","","Scopus","2-s2.0-0027177395"
"Barron B.A.; Busin M.; Page M.; Bergsma D.R.; Kaufman H.E.","Barron, Bruce A. (56978216200); Busin, Massimo (57205977383); Page, Matsy (24454783100); Bergsma, Donald R. (7006137164); Kaufman, Herbert E. (35593937800)","56978216200; 57205977383; 24454783100; 7006137164; 35593937800","Comparison of the effects of Viscoat and Healon on postoperative intraocular pressure","1985","American Journal of Ophthalmology","100","3","","377","384","7","90","10.1016/0002-9394(85)90497-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021930126&doi=10.1016%2f0002-9394%2885%2990497-0&partnerID=40&md5=a7ec1f3665dcb929c67ace8b61bbcd90","Article","Final","","Scopus","2-s2.0-0021930126"
